Response;Submitted on:;Q16_KRITIK DAN SARAN;sentimen
315024;18/09/2025 21.54;Selamat Malam Bapak/Ibu  Terimakasih untuk kesempatan yang diberikan, saya harap dalam proses perkuliahan saya akan diberikan kelancara. Saya sangat senang mengikuti kegiatan PKKMB namun karena beberapa kendala PKKMB yang seharusnya offline berubah menjadi online. Saya merasa sebaiknya kita offline saja karena saat itu keadaan sudah cukup kondusif;positif
294352;15/09/2025 23.31;makin maju terus;netral
297280;16/09/2025 13.30;sangat bermanfaat untuk mahasiswa baru yang minim info;netral
319272;19/09/2025 08.41;Sangat baik karena mengenalkan suasana dalam gedung;positif
307648;18/09/2025 04.16;kegiatan pkkmb kmrin bagian saya online mungkin jika offline lebih seru, sdikit masukan untuk yg kegiatan pkkmb online agar diperluas lagi jumlah peserta yg bisa masuk zoomnya, karena kasian sebagian hnya menonton lewat YouTube saja ;positif
346686;21/09/2025 02.04;tolong web my unpam dan spmb nya di perbaiki, agar tidak down terus menerus. ;positif
319916;19/09/2025 09.48;harusnya offline soalnya online gaada yg bisa dicerna;netral
329716;20/09/2025 00.08;Menurut aku, kegiatan PKKMB ini seru dan informatif banget buat mahasiswa baru karena bisa kenal sama kampus, dosen, dan teman-teman baru. Tapi mungkin ke depannya bisa ditambahin sesi lebih interaktif atau praktik langsung, biar nggak cuma dengar materi tapi juga bisa ngerasain langsung kegiatan kampus. Terus, kalau waktunya bisa lebih fleksibel, peserta nggak terlalu capek dan materi bisa lebih nyerap.;positif
316492;19/09/2025 00.11;web nya masih sering kali mengalami down;netral
350452;21/09/2025 09.57;gaseruu karna online hufeetttttttttttt;positif
303452;17/09/2025 17.04;Semoga lebih baik lagi ;positif
325656;19/09/2025 19.09;sedikit saran, mohon untuk lebih proper dalam membuat situs resmi karena hampir berjam-jam untuk mengisi semua soal hanya karena pending dan lag. Terimakasih;netral
318038;19/09/2025 05.06;Sangat bagus sekali ;positif
353742;21/09/2025 17.07;kalo bisa pkkmb nya jangan online pliss, soalnya gaenak, gabisa seru seruan bareng temen temen 🙏;positif
306154;17/09/2025 22.33;di karenakan tahun ini saya mendapat PKKMB via daring atau online saya tidak ada masukkan apapun meskipun di hati saya ada sedikit kekecewaan yang medalam karena saya jadi maba tahun ini dapat PKKMB nya daring atau online, selebihnya sudah lumayan bagus dan saya cukup puas.;netral
332546;20/09/2025 03.58;Kerennnn;positif
276354;10/09/2025 22.19;"Memastikan tidak ada trouble di tengah"" kegiatan, Dan selalu mengecek perizinan zoom, karena banyak mahasiswa yang tidak bisa masuk karena izin belum di acc.";netral
351212;21/09/2025 11.06;Menurut saya, kegiatan PKKMB sudah berjalan cukup baik, terutama dengan adanya ujian online dan pembuatan video yang melatih mahasiswa baru untuk lebih disiplin, kreatif, serta memahami materi yang diberikan. Namun, alangkah baiknya jika instruksi tugas dapat disampaikan lebih jelas dan detail agar tidak ada kebingungan. Selain itu, akan lebih menarik jika kegiatan online diselingi dengan interaksi langsung seperti diskusi atau tanya jawab agar lebih interaktif.;positif
280112;11/09/2025 20.47;Mohon upgrade web mentari dan myunpam karena mengurangi kenyamanan penggunaan saat pembelajaran. Terkadang web lemot dan blank saat dibuka (sepertinya banyak yg akses) padahal sinyal bagus dan memadai.  Terima kasih;netral
317404;19/09/2025 01.41;PKKMB sebaiknya dibuat lebih relevan, interaktif, efektif, dan membangun suasana kekeluargaan bagi mahasiswa baru.;positif
323370;19/09/2025 15.47;Saya merasa kegiatan PKKMB ini sudah terlaksana dengan baik. Materi yang diberikan bermanfaat untuk mahasiswa baru. Sebagai masukan, semoga di tahun berikutnya bisa lebih banyak kegiatan outdoor atau simulasi langsung supaya suasana lebih menyenangkan dan tidak monoton.;netral
307916;18/09/2025 07.05;informasi dan materi yang di sampaikan cukup jelas;positif
312582;18/09/2025 17.15;  ;netral
312976;18/09/2025 17.59;Materi dan informasi terkait unpam sangat lengkap ;positif
298752;16/09/2025 17.06;sedih karena pkkmb nya online;netral
306806;17/09/2025 23.48;-;netral
307556;18/09/2025 02.45;kita jadi tau tentang apa yang ada di universitas pamulang;netral
297676;16/09/2025 14.27;Audio video di YouTube terkadang hilang tiba tiba ;netral
304416;17/09/2025 19.11;Saya mengharapkan dan menunggu PKKMB dari lama , namun dikarenakan ada demo kemarin PKKMB dilakukan menjadi PKKMB online , dan informasinya kurang jelas semoga kedepannya lebih baik lagi untuk lebih tertata dalam memberikan informasii.;netral
322006;19/09/2025 13.47;nothing,but this is my new best experience;positif
315838;18/09/2025 23.16;Saya PKKMB online, mungkin segala informasi penting tentang PKKMB dan kegiatan setelahnya bisa disampaikan melalui saluran yg di khususkan untuk PKKMB, sehingga informasi tidak tercampur/tertimbun dengan informasi lain diluar PKKMB, itu akan memudahkan Mahasiswa baru yg tidak tahu informasi apapun sebelumnya. So far so good, terima kasih banyak panitia PKKMB.;positif
322504;19/09/2025 14.31;Lebih baik untuk kedepannya web sangat lag;positif
350788;21/09/2025 10.28;Bagus;positif
312070;18/09/2025 16.30;Kegiatannya seruuu;positif
354632;21/09/2025 21.51;kasih info kegiatan lebih jelas lagi.;positif
280648;11/09/2025 22.39;sejauh ini sudah aman tidak ada masukan dari saya ;positif
321338;19/09/2025 12.31;2. PKKMB daring sudah cukup baik, hanya saja sering terkendala web error sehingga harapannya ke depan lebih baik dari ini😉    ;netral
304518;17/09/2025 19.21;Kurang Seru karena tidak jadi pkkmb offline '(;netral
330144;20/09/2025 00.38;Saya sangat menyayangkan PKKMB UNPAM 2025 kemarin dilakukan secara online, karena saya sangat ingin mengikutinya. Bertemu teman-teman baru yang bisa mengakrabkan diri masing-masing;negatif
308938;18/09/2025 10.20;Untuk kedepannya semoga bisa di perbaiki lagi untuk kualitas streaming di yt baik  dari segi audio dan video serta kualitas jaringan supaya bisa di perbaiki lagi untuk kedepannya, serta tidak terjadi lagi masalah lag pada streaming di Youtube.;positif
281552;12/09/2025 06.08;Rundown yang terstruktur dengan jeda istirahat cukup  Materi relevan dan kontekstual  Metode penyampaian yang interaktif  Partisipasi mahasiswa baru aktif  Fasilitas & kenyamanan pendukung  Informasi yang jelas dan komunikasi sebelum acara  Pengaturan panitia yang baik  Pengaturan waktu yang tepat  Kegiatan penguatan soft skills;positif
309418;18/09/2025 11.29;Sudah cukup, mudah di mengerti.;positif
316666;19/09/2025 00.25;Baik Sekali;positif
327124;19/09/2025 21.06;keran tapi lebih seru dan keren klo tidak online ;positif
330960;20/09/2025 01.43;kurang seru, karna tidak jadi offline, tapi it’s okey;netral
331246;20/09/2025 02.11;Tidak ada. Sejauh ini Kegiatan PKKMB UNPAM sudah sangat baik. ;positif
354866;21/09/2025 23.04;Memberikan info yang lebi jelas dan juga membuat sistemnya lebih lancar lagi ;positif
311774;18/09/2025 16.02;Sangat disayangkan pkkmbnya online tpi gpp karna demi keselamatan bersama juga, semangat miminnnnnn;netral
324472;19/09/2025 17.29;bagus untuk  menambah pengalaman baru,sukses selalu;positif
298216;16/09/2025 15.48;Perlu adanya sesi yang lebih interaktif seperti games edukatif atau diskusi kelompok yg lebih bervariasi;positif
306394;17/09/2025 22.59;Pkkmb ini menarik, tapi lebih bagus lagi jika dilaksanakan secara offline, tapi udah baguss kok TOP DEH;positif
306452;17/09/2025 23.05;PKKMB nya sudah sangat bagus tapi lebih baik di lakukan secara ofline;positif
343140;20/09/2025 21.22;Kegiatannya seru tapi sayangnya hanya online ;positif
335466;20/09/2025 07.40;Sayang sekali PKKMB tahun ini regular CS harus daring;netral
290026;15/09/2025 11.51;Semoga pkkmb tahun depan laugh lebih baik.;positif
329500;19/09/2025 23.54;Suatu kebanggaan tersendiri bagi saya karena bisa menjadi salah satu bagian dari unpam yang memiliki reputasi yang baik ditambah banyak sekali fasilitas yang mendukung bagi mahasiswanya, namun adanya konsep daring/online dalam pkkmb di tahun ini menurut saya agak disayangkan karena para mahasiswa baru tidak bisa mendengarkan materi secara langsung di tempat yang sama sehingga berkurangnya kebersamaan bagi mahasiswa baru, terima kasih.;netral
294848;16/09/2025 00.38;Kegiatan pkkmb tahun 2025 sudah sangat bagus dan informatif, namun sedikit kecewa saja karena pkkmb nya online;netral
314778;18/09/2025 21.29;lebih di perbaikin untuk sistem web agar tidak lemot/sering eror;netral
302414;17/09/2025 15.02;PKKMB tahun ini online jadi lumayan susah,tetapi materi yang dijelaskan cukup dimengerti dan sangat informatif.;positif
278764;11/09/2025 15.10; Pkkmb unpam ini sudah sangat seru namun angkatan saya online huhuhu..... dan lebih diperbaiki lagi ya unpam web nya agar mudah di akses. Terimakasiii;positif
296704;16/09/2025 11.55;Vibesnya ga masuk aja karena Reg CS PKKMB nya online tapi overall penjelasan nya detail dan mudah dipahami.;positif
303958;17/09/2025 18.08;Sebenernya seneng dengan adanya pkkmb tapi sedihhh karna online :(;netral
326598;19/09/2025 20.25;senang ;positif
333136;20/09/2025 04.38;Selalu menyalaaaa;netral
293794;15/09/2025 22.13;Kegiatan lebih interaktif untuk mahasiswa baru.  ;positif
344118;20/09/2025 22.49;Baiknya perbaiki Servernya, maaf, dan terimakasih ;positif
304848;17/09/2025 19.59;Cukup Puas tapi sayangnya saya PKKMB Online Tidak Merasakan PKKMB offline jadi rasanya kurang menyentuk saat awal masuk kuliah. Trimakasih ;netral
340524;20/09/2025 16.43;SERU DAN MENYENANGKAN;positif
344866;20/09/2025 23.45;sejauh ini ppkmb sudah cukup baik;positif
344870;20/09/2025 23.45;sejauh ini ppkmb sudah cukup baik;positif
276314;10/09/2025 22.11;Tidak ada masukkan, cuman sedikit di sayangkan saja PKKMB untuk reg B, CK, dan CS harus online. tapi PKKMB tetap berjalan dengan seru.    Terima kasih untuk panitia, narasumber, dosen, dll nya. Yang telah membantu dalam pelaksanaan PKKMB tahun 2025 ini dengan baik.;positif
305436;17/09/2025 21.09;Secara keseluruhan kegiatan PKKMB sudah berjalan dengan baik dan memberikan banyak manfaat bagi mahasiswa baru, terutama dalam hal pengenalan kampus dan penyesuaian lingkungan belajar, semoga SPMB bisa diperbaiki karena sering error dan bikin agak susah akses.;netral
345602;21/09/2025 00.48;harap web selalu siap untuk dibuka;netral
321096;19/09/2025 11.58;Masukannya lebih dibikin seru lagi pkkmbnya;positif
294270;15/09/2025 23.18;Untuk zoom PKKMB diperbanyak koutanya dikarnakan mahasiswa yang akan mengikuti zoom banyak ;netral
350946;21/09/2025 10.42;oke lah ;positif
335210;20/09/2025 07.16;saran untuk mengisi web spmb dibuat perkampus. mengakses nya menjadi terhambat;netral
296662;16/09/2025 11.48;Semoga sukses selalu unpam;netral
322840;19/09/2025 15.03;Masukan saya pkkmb ini cukup menarik ;positif
351402;21/09/2025 11.25;Kalau bisa link web nya di perbaiki lagi agar tidak eror ;positif
351430;21/09/2025 11.27;Kalau bisa link web nya lebih di perbaiki lagi agar tidak eror terus;positif
312870;18/09/2025 17.46;sayaa cukupp puas si,tapi yang disayangkan pkkmb reguler yg saya pilihh malah daring yang seharusnya kan ada moment disitu eh malah gaadaa. semogaa kedepannya lebih baikk lagii dan lebih baikk lagii.;positif
295348;16/09/2025 05.22;Masukan terhadap kegiatan PKKMB kalau bisa diadakan offline saja, untuk materi yang di sampaikan bisa di share di group prodi masing-masing. Sangat disayangkan pada saat PKKMB reg cs pada tanggal 6 September 2025 harus ikut online juga karena kondisi pada saat itu belum kondusif alhasil kena PKKMB online 2 kali.  Itu saja masukan dari saya, terimakasih.;netral
334730;20/09/2025 06.32;Tolong berikan arahan kepada mahasiswa secara langsung terkait penggunaan mentari, karena sangat mempengaruhi absensi. Serta membingung kan mahasiswa karna beberapa matkul yg offline juga diharuskan menjalani mentari dan beberapa matkul lain tidak ada arahan untuk mengisi mentari. Terimakasih ;netral
351978;21/09/2025 12.17;kedepannya semoga tidak ada pkkmb daring;netral
349336;21/09/2025 08.01;ga seru online harusnya offline ;positif
345028;20/09/2025 23.58;Mungkin untuk tahun depan bisa dilaksanakan via luring;netral
315376;18/09/2025 22.29;Saat kuis sistem telalu lama loading,jadi waktu habis disitu  ;netral
314224;18/09/2025 20.33;Sangat memberi pesan dan kesan;netral
304226;17/09/2025 18.42;buat sususan acara yang lebih menarik agar mahasiswa baru tidak bosan;positif
288402;13/09/2025 17.13;saya senang;positif
285542;12/09/2025 22.43;Sudah cukup baik tapi mungkin kedepannya bisa di bagi - bagi tiap fakultas atau tiap program studi karena masuk web nya susah sekali dan sering eror.    Bisa web nya yang beda atau waktu PKKMB online nya yang di bedakan.;positif
276712;10/09/2025 23.48;Mahasiswa baru berharap mendapat penjelasan rinci mengenai Kurikulum, jadwal kuliah, dan penggunaan sistem informasi akademik;positif
314004;18/09/2025 20.02;Sejujurnya seru jika PKKMB Reg CS ini dilakukan secara offline, tetapi karena terkendala adanya demo besar jadinya online dan jadi kurang mendengarkan banyak tentang unpam;netral
316814;19/09/2025 00.42;perfect;positif
282834;12/09/2025 13.27;Dengan adanya pkkmb informasi menjadi simple dan praktis;positif
278916;11/09/2025 15.47;1. aksesibilitas yang mudah  2. komunikasi efektif  3. evaluasi kegiatan untuk perbaikan  semoga kegiatan PKKMB online berjalan lancar dan bermanfaat bagi mahasiswa baru;positif
290708;15/09/2025 13.44;Tolong tahun depan waktu buat ngerjain soalnya di tambah.;netral
346966;21/09/2025 02.27;membantu mahasiswa baru berdaptasi dengan lingkungan kampus dan meningkatkan kemampuan diri.;positif
347060;21/09/2025 02.36;membantu mereka beradaptasi dengan lingkungan kampus dan meningkatkan kemampuan diri.;positif
315602;18/09/2025 22.52;Semoga kedepan nya kegiatan pkkmb akan dilakukan full offline ;netral
285178;12/09/2025 21.28;sistem nya lag banget, sering eror. Saran saya sistem bisa lebih di perbaiki lagi;positif
305760;17/09/2025 21.43;karna ga ikut kegiatan pkkmb offline karna demo jadi biasa aja sih karna ga bisaa bikin JJ tapi liat yg reg a sangat seru yaa;positif
327152;19/09/2025 21.08;sebenarnya akan sangat seru dan memorable kalau kita melakukan PKKMB nya offline🥹🙏🏻 ;positif
309750;18/09/2025 12.08;pkkmb tahun ini seruuu, semoga aja tahun depan lebih seru lagi yaa ;positif
292120;15/09/2025 17.31;Semoga untuk kedepan nya dapat membawa kegiatan kegiatan positif membangun dan menarik lagi, yang dimana kita bisa mencari peluang untuk meningkatkan kualitas mahasiswa unpam yang lebih baik lagi. ;positif
296682;16/09/2025 11.52;penyempurnaan alur pendaftaran dan teknis pelaksanaan online, seperti pengumuman jadwal yang lebih jelas, panduan penggunaan platform e-learning atau spmb.unpam.ac.id yang lebih detail, serta peningkatan koordinasi internal untuk menghindari kendala teknis;positif
299586;16/09/2025 19.40;mantap,semoga maba tahun depan bisa merasakan pkkmb luring;positif
278666;11/09/2025 14.38;awal nya saya sudah sangat tidak sabar dengan kegiatan PKKMB secara offline, tapi dengan ada nya demonstrasi kemarin akhirya menjadi PKKMB online, dan informasi yang didapatkan cukup sulit karna beberapa informasi yang simpang siur, kedepannya semoga unpam semakin tertata lagi yaa;netral
317136;19/09/2025 01.12;Menurut saya untuk pkkmb daring agak lumayan sulit untuk mengetahui fasilitas yang ada di unpam dengan cara ingin melihatnya langsung dan juga ingin bertemu teman teman dan ingin seru seruan saat pkkmb kemarin jadi daring sedih hehe, tapi gapapa mungkin itu cara terbaik unpam agar teman teman terlindungi dari kekacauan kemarin, terimakasih;netral
315524;18/09/2025 22.45;smoga kedepannya tidak ada lagi pkkmb online karna menurut saya kurang asik ;netral
315356;18/09/2025 22.27;untuk kedepannya saya harap kegiatan pkkmb ini bisa di perbaiki lagi terutama pada kualitas audio dan video.;positif
276216;10/09/2025 21.46;Kegiatan PKKMB sudah membantu mengenal kampus, tapi sebaiknya dibuat lebih interaktif, tidak terlalu padat, dan menambah sesi pengembangan soft skills serta kegiatan sosial.;positif
308750;18/09/2025 09.53;Semoga semangat kekompakan dan kerja sama tim ini tetap terjaga dalam kegiatan akademik maupun non-akademik di kampus.  Harapan kami, kakak panitia tetap bisa menjadi panutan dan terus membantu kami mengarungi dunia perkuliahan.;positif
351736;21/09/2025 11.53;Untuk nextnya, web harus bisa lebih memmumpuni agar tidak selalu down kalau kita akses;netral
302778;17/09/2025 15.44;seru tapi lebih seru offline;positif
353492;21/09/2025 16.05;Sangat seru, bisa kenal dengan teman teman baru,  asyik;positif
323548;19/09/2025 16.03;Bisa dipertimbangkan untuk memberi jatah kuota pada mahasiswa baru selama pkkmb online.;netral
347144;21/09/2025 02.43;sangat puas;positif
317698;19/09/2025 02.42;PKKMB memberi banyak informasi tentang kampus dan membantu saya beradaptasi. Semoga ke depan lebih interaktif dan berkesan;positif
307460;18/09/2025 01.55;Senang sedihnya ada bangettt, senangnya bisa menyelesaikan pkkmb dengan lancar dan sedihnya karna tidak bisa tatap mukaaa jadi ga bisa bareng barengg tapi gapapaa saya tetap happyyy!!!;positif
